Identificador Unico,Empresa Divulgadora,Custo Propaganda,Data Propaganda
95539AAB-015D-80DB-13DA-E336FC22E869,Sagittis Corporation,"1039,84",2021-07-21 22:08:34
5752BE1A-C025-B391-4D14-C583F9EA5CA1,Donec Industries,"4262,51",2022-04-25 11:35:50
DB145AC5-920E-773C-7CCC-C7964AAA5D18,Nulla Cras Eu LLP,"230,48",2022-03-16 04:15:57
92BB88B4-D99F-71E6-062E-3B8D29CAD270,A Purus Duis PC,"9098,98",2022-11-28 21:03:03
2263C637-2C74-FA46-8192-2427EF4255FA,Aenean Egestas Consulting,"4454,95",2020-08-08 19:42:25
824D3D72-CF9C-D899-2BE9-D328B59E1A0B,Vulputate Dui Corporation,"1863,81",2022-07-15 23:54:17
DD06AF67-2A08-73F6-C9A8-64C4CEC89A68,Eros Nam Consulting,"2984,13",2020-03-23 08:00:42
AD4E4C99-9D17-19EB-DB15-2A88A6B79C4A,Tellus Inc.,"920,52",2019-09-25 05:51:09
287A93A2-65D9-24EE-FB33-B31AC52C327B,Ut Quam Foundation,"687,71",2020-03-16 02:30:04
637BCE25-67DD-D1A7-DBF3-44BADA320DA4,Sed Incorporated,"6808,30",2022-04-08 10:43:06
67721A44-1AEC-9E00-B377-E4D051A2CBFE,Eget Metus Corporation,"9869,64",2021-05-25 05:11:48
6B99AE6B-D798-7366-5F4E-B6E9E62CDC77,Ac Corp.,"5501,97",2019-10-14 01:21:45
70443946-C43A-1C4A-CBF2-500227AC8271,Nibh LLP,"686,09",2019-06-22 06:47:36
DF9DCB0F-9427-81C7-9544-CB8087996B95,Vel Convallis Associates,"3086,90",2021-06-06 14:09:31
1E546178-5896-3CC7-4053-D8472C29A9B0,Curabitur Massa Vestibulum Incorporated,"9320,95",2020-10-09 01:16:20
461F249B-691D-DB88-8ED3-6EED5B4A6CEE,Viverra LLP,"9852,26",2020-03-28 23:20:33
D238CACB-D2AE-EAC1-E9DD-BB9C88D1D536,Vitae Limited,"7440,34",2019-05-01 17:37:56
9141DE74-7728-9B8C-EA80-2680E8BF4C36,In Ornare Sagittis Foundation,"3096,74",2019-06-10 05:28:28
883CD84E-7BCB-765B-43A8-62413CD7576C,Aliquam Ornare Libero Consulting,"1234,74",2019-04-21 17:54:11
3EEC8F2B-DC56-5228-CE13-03D7D7149A3E,Netus Et Foundation,"6569,31",2019-10-12 16:02:27
2796CC2F-2583-7E91-8C31-3C788987DDBC,Lacus Quisque Incorporated,"7392,46",2021-08-21 01:01:46
8CE7F9D1-E32F-1465-1E35-D011757F869D,Duis Corp.,"443,56",2020-02-29 15:30:23
C36A436E-990C-C23C-A582-7BBE2E2A3B62,Nibh Vulputate Company,"6560,04",2019-10-25 19:08:14
1E715EC8-C113-0B8B-6133-170E6D517458,Eu Inc.,"2365,56",2020-10-18 23:59:39
254B7976-B512-4396-0C74-3E2210916318,Ullamcorper Nisl Associates,"8020,00",2020-08-16 13:07:17
B8B5E3A3-F7C3-61D3-250E-6C4397188373,Amet Ornare Lectus Institute,"297,83",2021-04-01 00:45:34
EA706D51-A573-BD1B-8164-A136B9EE2316,Tortor Corp.,"5881,57",2023-01-06 09:22:12
CC1DC965-C11D-C5CE-6378-3A9B1910DC9B,Vel Est Associates,"8553,02",2019-11-03 07:29:13
AFCDDFF4-30FD-638C-A86A-D24BBBCAA9DC,Quam Elementum At LLC,"6934,54",2021-07-26 08:09:31
A83BCEFD-30B6-ECFE-C9B0-42785ED13C93,Lorem Ac Risus Corp.,"5402,25",2019-06-01 10:49:22
5ED536B8-FA8C-0327-9F6B-4FBA5213BEEB,Odio Aliquam Vulputate Limited,"8625,59",2021-10-19 20:53:26
695A8508-13B2-2C03-4263-2D14CBD2B6E9,Ac Mattis Industries,"9207,30",2019-10-12 15:24:26
D4CC7AB3-9201-2253-9616-FC25D6CE7342,In Molestie Limited,"3674,58",2022-01-23 13:05:25
5C31264C-5370-47B9-DB7E-E2FEC636EE34,Dui Semper Company,"2071,01",2022-03-31 15:38:53
4189ED8D-AADF-2753-BB92-166EB1A824E6,Ligula PC,"3906,30",2020-10-08 17:48:06
731EA9B3-4328-0722-9787-74AC087BC5A6,Fringilla Euismod Enim PC,"1185,01",2022-10-02 09:34:43
61C8C38C-AED5-6093-4C25-1543B8DCD825,Pharetra Sed Corp.,"888,75",2022-08-12 18:40:16
84815696-6778-5A77-09BE-1A15066494EE,Enim Sed Nulla Limited,"4264,53",2022-08-04 18:16:27
B4A747D7-5311-64A2-ED11-1585364733EA,Rutrum Lorem Ac Associates,"1561,91",2020-12-10 07:17:12
06AAC97A-12C6-1833-B2E3-750E9DC7EA2D,Amet Faucibus Corporation,"2546,22",2020-05-08 18:13:08
E5E9711B-85D5-DB9F-28F3-6C526C9A5E46,Eros Turpis LLC,"3985,89",2021-08-31 08:55:27
4D6BE6EB-A8D9-4A13-0194-096594DD9215,Nunc Corporation,"5084,29",2021-05-03 02:51:33
71B18B59-2486-7B8D-1B9C-ED4CE4382EB3,Iaculis Odio Foundation,"7798,12",2022-05-11 21:58:45
0C8679FA-73A7-1412-424A-3E7315E9E618,Egestas Consulting,"3181,54",2022-04-03 18:25:35
2B75DA9C-AB4A-CE34-C04C-B94D2E632539,Eros Institute,"2033,56",2021-10-12 18:38:07
177379E8-71CF-A1B6-E6A1-6C66A5838833,Etiam Gravida Molestie Associates,"9342,50",2019-06-23 10:12:56
4354A541-CB8B-A545-66DE-28B6CFDA7715,Suspendisse LLC,"5614,19",2021-10-30 17:55:41
2ECBCC90-E2DD-EA5E-CD68-8E0EE9CD3ABE,Magna A Associates,"2687,88",2021-02-27 09:54:49
6625A197-DCDF-782D-E637-9A8C32DB7261,Aliquam Auctor Velit Inc.,"6460,22",2020-08-16 01:48:27
23E32E96-3DF3-8D95-4835-E440BDEC0515,Convallis Convallis Dolor Inc.,"8659,43",2021-01-16 00:06:10
4E857E4C-0516-8379-5311-884C7CDE824A,Auctor Mauris Limited,"4354,90",2022-01-14 21:26:59
124F13F6-2586-50B5-9780-A80411ABE23B,Eget Dictum Associates,"8305,08",2021-10-24 22:46:46
24A4FAB9-C896-7948-A37D-36DEC6C6934D,Ipsum Dolor Institute,"6082,55",2021-05-22 21:55:48
81BDE2C9-639A-9147-EEE7-17261C4FDAB7,Elit Elit Corp.,"7232,81",2022-05-26 01:17:59
9467BA02-2438-B49A-956E-7273367D0E4C,Lorem Tristique Aliquet Industries,"6939,86",2020-07-31 17:36:45
52846818-4A98-3C21-1447-C76E0DED3FCD,Sed Ltd,"2679,53",2019-04-24 20:38:14
9F527439-D0ED-11B6-A129-E9ACE187EABB,Risus Odio Institute,"9867,23",2019-12-22 18:07:08
0D321DD0-87DB-EE73-DA16-A9A4E216D5A0,Integer Aliquam Institute,"1779,69",2021-01-22 17:36:58
9C59AD29-E51B-19C3-C04D-D172B4D45D1B,Dictum Incorporated,"6941,44",2020-02-14 22:19:50
B51E19C7-51CD-7553-8D30-A1E5A3BE48FF,Sem Egestas Blandit Company,"9166,10",2020-11-09 00:44:34
137B40DC-C7F0-8552-5163-4A0B527C3342,Ac Foundation,"3370,49",2019-09-23 08:49:16
9F7165D0-224C-FCAB-E0BF-E8424D8B95C7,Pellentesque Institute,"6506,51",2022-10-28 22:05:47
08A4B39D-0DAC-F2B3-3A2B-5BF64D1CE7D8,Elementum At Institute,"9120,13",2019-03-03 09:30:16
263A8413-DDFA-8A96-9CFF-51D67D9EF99F,Pellentesque Corp.,"4775,54",2019-07-11 13:51:05
C2DA5D9F-3E52-6D79-4CF1-6D48CB7478B9,Mauris Vel Corporation,"6828,47",2022-03-25 04:04:30
6C341743-E639-A02B-EA6C-C422A38D8B65,Elit Nulla Facilisi Inc.,"7924,77",2019-03-21 07:13:11
881F2E5C-5BF7-4AA8-3CCB-497239CEB372,Enim Inc.,"3269,06",2022-05-02 21:58:50
A6E13190-2DBD-408B-C763-044991DC8A93,Aliquet Diam Sed Institute,"8303,61",2019-03-07 02:43:57
E19DA687-D92B-1131-E932-6AF7B3BA8E3D,Nibh Ltd,"7285,30",2020-05-27 14:00:46
705913CD-25DA-88CF-DD93-E4A16DC98BBD,Ac Incorporated,"4188,29",2019-11-14 06:17:03
B438B462-F323-C6B6-739E-658C81ED694B,A Foundation,"6560,05",2019-08-06 09:33:15
4D262535-F465-DE1C-D1D3-622A4E5D6F98,Vitae Posuere Inc.,"7932,45",2019-05-27 00:22:54
18617366-E44D-F5E9-DB78-F598CC5D191B,Aliquam Ultrices LLP,"3076,95",2022-11-15 21:39:09
E48634E8-97BA-5338-1069-CD637E9B4D61,Dolor Tempus Non Institute,"8695,33",2021-12-16 16:10:09
B1CEDC9C-AA5A-EBFB-1766-E8777D63E6DF,Vivamus Molestie Ltd,"4335,29",2020-06-30 01:57:12
A4A601C8-CB7E-734C-00BC-11C5C3C59396,Diam At Pretium LLP,"2080,54",2019-06-01 21:30:33
DA99DF9C-D159-D777-655F-4AD8F1E6223A,Maecenas Mi Corp.,"2110,13",2021-11-29 23:29:49
28647433-2D29-625E-E254-D9CBD18DE69A,Fames Ac Associates,"1356,70",2022-07-24 00:53:20
3653819F-ADB2-3574-301A-C7C3023B98C0,Sollicitudin Adipiscing Ligula PC,"7318,58",2022-08-24 19:19:09
10498866-7786-9AC9-F63E-A5EBC3639251,Pretium Ltd,"289,68",2020-01-17 10:36:31
ADD856E4-3855-DEE6-BC7C-69013E463B37,Eu Sem Corp.,"3798,60",2021-05-31 06:44:17
946A85C1-74F8-9ED2-DB4B-5464173CE7E2,Donec Non Industries,"1767,80",2022-12-11 22:37:42
C2F0D4A1-A845-BE57-9D73-C4577DEDE9EB,Morbi Tristique Industries,"1603,30",2019-10-18 23:03:54
8401E021-37B7-49E5-7982-400CBE55227F,In Cursus Associates,"1455,18",2022-06-01 11:48:38
F65125A2-1F7E-E66A-EA05-2B35BDAB33A3,Posuere At Corp.,"6885,57",2020-09-02 03:10:01
BEA1C1DE-3A88-2205-CD48-3E54A28227A3,Sit Institute,"4738,63",2019-03-09 17:17:20
EE912A85-7349-31B0-6112-2BD8BCB4EE3D,Et Magnis PC,"9847,07",2021-12-15 06:36:07
FCB56487-8827-1337-A023-15AABD1ABC14,Eget Associates,"9167,97",2020-09-22 06:18:19
D5AC1A38-8937-AE07-ACAA-B37B334B0D4B,Fusce Diam Ltd,"5126,77",2020-09-09 00:44:08
3E7D99B3-D373-2476-7A96-4B339A746BB5,Nam Ligula Elit Limited,"3863,35",2019-11-17 15:40:12
931588C4-144F-BED1-FA46-4B4EE348A503,Sem Semper Foundation,"4861,20",2019-04-04 17:10:50
58A60B7A-1936-E9A5-1D7D-0A654C7E4641,Fusce Mollis Duis Inc.,"5906,21",2020-01-23 23:10:46
595DD139-ACBD-8D61-A5C6-67894DF2E31C,Enim Incorporated,"8105,17",2020-01-07 02:32:21
9517A6B7-6AD3-2E78-2B0A-EF164F414738,Tristique Aliquet Institute,"5418,44",2020-02-11 03:39:05
A431A476-B9AB-B199-27B3-56BD4E20A2CC,Lobortis Institute,"3671,36",2020-09-12 04:56:44
AE69B366-8813-BBB5-6F5D-30658821B42A,Convallis Foundation,"9770,11",2021-10-25 04:14:31
FACE6152-B912-8D13-516B-56D13A35F9E8,Leo Elementum LLC,"4695,76",2021-09-30 19:36:27
5991E66C-52A7-28A8-0CA1-8337501C9AF9,Sed Auctor Odio Incorporated,"5651,73",2020-11-20 02:24:03
982C9C17-CA22-9377-9BC8-E66E124529B5,Sed Company,"6365,18",2019-04-12 22:40:36
688D4ABC-9F9F-F5DC-93B6-BB65FA98A8B5,Et Ultrices Foundation,"309,22",2022-05-05 08:11:48
207F0283-2C8D-6EB2-6211-0FDD1DE1B410,Nec Mauris Industries,"2815,53",2021-01-31 16:18:46
5CC8E268-166E-937E-864D-7C96C3C39DD4,Lacus Ltd,"1717,52",2022-04-01 23:14:37
42C3A16C-5587-1C32-F9D4-A90613645740,Orci Donec Corporation,"497,15",2022-01-19 17:45:54
A479185A-A441-22DB-B5E9-27123D955027,In Faucibus Industries,"1209,66",2019-05-26 20:13:50
95663414-196E-81DE-426D-4C2C63376244,Erat Volutpat LLP,"2148,70",2022-12-13 09:51:34
821E9269-625D-0BC3-F10E-81BEB833BA3C,Nibh Enim Gravida LLC,"559,09",2019-05-09 06:08:07
7A3D5FE3-B840-4505-3E59-63E4AAAC45CA,At Pretium LLC,"7745,33",2022-08-06 16:17:47
52B4CE60-43C0-8974-536B-B17EA50715B7,Dapibus Ligula Aliquam Associates,"976,52",2020-07-28 07:12:58
EA7A936D-4B2D-D2EE-5325-9CA6C693C48C,Dolor Sit Ltd,"1886,76",2021-03-01 00:58:48
8D9617E2-D4FE-1FEA-AD31-FE3EF882A335,Id Risus Quis Company,"6786,90",2023-01-18 05:30:58
31B78792-8D95-E65A-C487-E368E112EB74,Ac Orci LLP,"1301,43",2021-01-29 03:00:32
4A4B4150-72A2-1793-B82B-8DC985032662,Eu Tellus Associates,"4169,34",2019-03-28 06:50:07
7982A638-41E1-93E4-28C9-D19131C1A60B,Urna Nec Consulting,"9759,38",2021-11-25 19:07:28
6611DA90-2A65-26F6-ABD5-9DBCE544289E,Orci Tincidunt Adipiscing Incorporated,"2904,21",2020-05-13 14:25:54
D2D55E89-8941-D26E-E375-A5D32693577E,Vitae Corp.,"2281,66",2020-05-11 03:04:01
66A4EEAC-E8AC-A982-6E2C-EDDF2DAAD51C,Eu Odio Tristique Corp.,"8488,12",2021-08-26 11:03:01
9652CC0B-85FC-0D7C-EFE2-10EE3AC8F904,Eleifend Egestas Company,"2358,61",2019-06-13 17:12:59
5FAE09F9-3D1A-D198-43EA-4E77FB42A6B5,Eleifend Vitae Incorporated,"3830,00",2019-04-28 08:00:13
B6842227-9E69-32BC-FB1E-EB7C9CC9C65B,Egestas Sed Incorporated,"4236,94",2021-04-22 22:39:44
10D65623-B23A-BC47-F324-A8A7B2553FB4,Cursus Luctus PC,"7555,76",2020-01-21 21:40:44
5EE5D8E6-151A-6ACE-E488-7C9ECE4E323A,Bibendum Corporation,"7948,16",2022-10-27 12:16:23
7D4E345E-CD38-CA04-E720-79FEC14A05C1,Rutrum Associates,"8982,28",2019-06-30 06:06:31
426D994D-4953-A2A3-6BD7-37707A37785A,Magna Sed Ltd,"2413,61",2021-11-15 23:00:48
24A70C36-715A-9D70-2AB7-8E731948BB3B,Laoreet Lectus Quis Company,"637,54",2021-07-14 07:57:43
C54D5623-B849-1E9A-3C99-1A64CAD7A8BF,In Tempus Eu Inc.,"9701,90",2022-02-14 18:10:41
A67E04C8-74E6-D894-5FB9-83C4F599D38D,Tincidunt Congue Limited,"9125,42",2019-04-15 12:59:59
EA3C10BA-4677-03D6-31C1-ABA3730B0ADD,Nunc Mauris Sapien Institute,"7807,38",2020-07-24 11:37:53
E5A8EB68-D732-9726-95B7-AE84D71CD1BE,Elit Pellentesque A Incorporated,"9202,61",2021-03-25 05:04:35
F8143C1F-CEA1-1A7C-1D3D-0FDD53957222,Mattis Cras Incorporated,"8661,97",2019-06-01 03:09:56
9DCBCBC1-336A-B836-D3AB-A78FBF71D80B,Proin Sed Foundation,"168,67",2019-08-10 19:09:49
3A56D74A-518D-F642-D634-6B37BA49AC48,Ante Corporation,"865,51",2021-11-01 20:18:26
52650C4A-CF37-A1BB-8811-C3457C5A3EAF,Penatibus Et LLC,"2820,39",2022-01-22 11:45:02
86D39873-29D6-D9F5-B9E6-825CA5F8D7BE,Gravida Praesent Eu Ltd,"908,74",2020-10-30 13:50:42
A2142B77-FC09-3363-E086-A778658201FC,Urna Consulting,"6807,56",2022-05-15 05:46:11
30433208-1425-B59A-CC22-41ED6CD8A63C,Penatibus Et Corporation,"4895,65",2021-11-26 07:40:15
BBD08C9E-6054-CDCD-6619-32C3257C73EB,Eget Volutpat Incorporated,"4028,25",2022-03-24 00:18:51
84837685-D88B-A48E-8C78-ADE8C7269479,Enim Nunc Corp.,"4223,10",2020-01-15 07:48:22
424F924B-1035-4995-9AFF-E7B6A5F2A15E,Scelerisque Neque LLC,"6106,81",2020-03-11 23:35:39
B910A050-174E-208A-797D-A8BD3BE3FE67,Arcu Eu Institute,"5374,32",2020-07-16 06:12:32
EAD48E82-792A-1BE6-1451-7E3D5334671E,Nibh Vulputate Associates,"1400,44",2022-01-23 11:59:27
35D4F1FE-2C72-DAC0-C493-78528DBE57E2,Primis In Ltd,"6934,93",2022-05-22 11:00:22
E296B691-BF15-B7DA-9DC5-065F487C66F6,Nec Eleifend Incorporated,"9299,72",2021-12-19 00:06:51
71C7D4FE-29E3-A722-A3CE-D9A9511AE847,Vel LLC,"5807,96",2020-03-29 09:03:43
7FD9DBAA-E16E-C1B7-4428-4C98DEEA684C,Erat Etiam Ltd,"5814,16",2019-11-30 19:13:37
3492C330-54D0-47B2-2A2C-A2DD539B7A69,Aliquet Phasellus Incorporated,"1101,10",2021-07-13 07:11:12
58FC3C1A-7A49-150C-7121-32B0C7888641,Vitae Aliquam LLC,"1961,34",2021-05-09 07:39:26
B09DB15D-64A2-D502-3125-B644CD8983D7,Mollis Lectus PC,"9926,65",2020-02-05 10:13:11
D294E170-1194-2484-552A-69FA8B383BFE,Luctus Ut Pellentesque Foundation,"2785,05",2020-04-11 20:12:30
D2512CD1-ECC2-A2EE-35A8-4BE22E77A15E,Ipsum Foundation,"2560,83",2019-12-28 23:20:01
BF618B3E-AD41-642B-E90D-CA56CE7B3889,Etiam Bibendum Fermentum PC,"7738,56",2021-02-01 19:56:10
EA50C63D-E5CB-831D-36D6-664813E83308,Id Company,"7009,47",2019-08-14 11:09:35
74A7E0EC-CA83-5A8F-4758-18318841D76A,Elit Curabitur Limited,"4016,04",2019-12-15 09:46:01
49D4164A-EA93-F213-A979-73E435AAD89F,Metus Facilisis Consulting,"9579,17",2021-11-09 15:56:55
C327B9D6-9D75-47B7-8F1C-9492FBC378C0,Lacus Company,"547,58",2021-11-23 19:30:42
98645077-3EB1-954C-6BB5-EE55F82BE1D7,Lorem Ipsum Institute,"5070,72",2021-08-07 00:29:58
E641A3D1-9581-4C2B-2345-89550B51664D,Urna Justo Consulting,"4677,42",2022-07-31 05:20:47
E8956D47-72BD-EE45-E56D-D7D4771DDA42,Natoque LLC,"2956,27",2021-07-08 06:08:23
55DA26C3-435E-25B1-51CC-103D9A3348A7,Non Arcu Corporation,"5625,77",2022-02-16 02:15:51
B9475BDE-D8FE-F713-B5D4-A17718AFF1D9,Nulla Tempor Incorporated,"3967,46",2021-08-24 23:28:30
DAD323E7-3336-86ED-5BB7-8D77D7FAB593,Cursus Non Inc.,"7324,95",2021-06-06 07:25:12
BEDCA811-3E5F-CCB0-D650-3D98E9377617,Pede Praesent Eu Associates,"2735,88",2019-11-04 08:55:05
53995174-DF47-66DC-C1D5-93DE0536946A,Id Nunc LLP,"189,52",2020-07-16 11:12:33
4FBBD45C-F7E6-A4B8-64BA-E0CEC36284EC,Eu Institute,"9707,37",2021-04-17 11:55:24
3276FCEC-3277-694B-C8C7-31642836E5D1,Neque Vitae Incorporated,"6887,64",2022-05-16 01:50:07
8C771B6C-9E9C-B22A-B2A9-90661BB3219C,Fusce Fermentum LLP,"8205,06",2019-11-01 11:34:56
B2B06DE3-D247-D281-A928-97564DA2553D,Dolor Sit Industries,"914,53",2021-12-30 18:01:25
500B0B29-8120-476C-D2C6-BB14449FEE0C,Varius Ultrices Mauris Incorporated,"1461,11",2019-07-05 10:44:28
384B953E-9513-B07A-85EB-D35F7A7286DC,Vehicula LLC,"6598,58",2020-02-29 22:09:57
EA083A6D-A666-6719-2D2E-44E343366FCC,Adipiscing Lacus Industries,"2329,58",2021-12-14 21:56:55
0599DDA1-D1DE-3B9E-725F-B4FA667F53E1,Vel Vulputate Eu Ltd,"3549,89",2019-12-21 22:59:51
D7C2DFDE-E1CD-A96B-9DA1-3C6A84698B3D,Nunc Lectus LLC,"1514,02",2022-10-07 22:49:33
862650EC-DDA8-70A7-AC86-B146E1D6DA48,Condimentum LLC,"2260,79",2020-10-11 13:53:39
3E38C3E0-1F52-98DA-268B-22BA46E6B127,Purus Gravida Sagittis LLP,"8470,63",2022-06-12 19:19:40
ACCAB68E-3681-9E63-FD03-761765640B1C,At Risus Nunc PC,"7136,85",2020-12-28 20:39:22
942C7DA3-4475-4E5D-536D-841ECA8A382C,In Faucibus LLP,"2364,40",2022-12-25 19:08:25
248BC01D-E541-779B-A1E9-9CB247B89943,Dolor Sit Amet Corp.,"5746,61",2020-02-10 17:39:33
7D4CD2AD-C4AB-037B-D3A3-78BE60F9EE94,Et Ultrices PC,"7623,86",2020-11-29 01:51:09
6B421488-28C2-437D-E5D1-EBE3E847C66A,Metus Vitae Velit Institute,"481,84",2020-09-14 08:36:48
B78231D9-BE69-CDA6-5BCA-726874B25387,Nunc Lectus Pede Institute,"8287,89",2019-08-25 14:11:04
DA5F29E5-81C2-2322-BBA0-5BE8D8F1916D,Iaculis Aliquet Diam LLP,"5861,68",2022-11-07 20:34:53
4A54AC16-740E-3CDA-EED8-DE2681AB1BC5,Ac Foundation,"9806,84",2019-04-10 13:15:34
AEA38970-6918-31C3-2DDB-CFD99678BC46,Vestibulum Accumsan Limited,"8713,94",2020-06-16 23:03:33
45FD6C71-B287-8712-71C5-55AA9AAB0C8C,Dui Suspendisse Limited,"1761,58",2022-02-26 13:11:50
D6E341E2-6745-1674-DC66-685EF06A6418,Dui Nec Foundation,"5203,96",2020-09-10 11:31:45
7D15F778-4538-4826-7532-C84D89CC1C97,Nisi Sem Inc.,"8869,87",2020-12-12 08:17:16
C4BFE52C-A797-5212-1697-F68101DEA4C5,Mauris Incorporated,"278,21",2021-10-17 17:55:52
8EABA379-ED72-2C9E-1CD7-99EA51876EF5,Purus In Limited,"4190,39",2019-05-25 13:39:24
E6190582-24DE-C71F-ED65-3BE49BACA631,Feugiat Industries,"6116,84",2019-05-07 21:52:06
954A46F9-5F18-ED1A-78A6-C139BE39DA86,Convallis Corporation,"7128,51",2021-05-13 00:56:23
9531157A-286B-38CA-B726-772D44D58955,Sociis Natoque Institute,"7269,87",2019-11-15 17:37:49
5218A356-ADE0-3E93-4A27-D66625EAFECD,Quam Consulting,"2744,79",2022-07-21 09:29:41
341E7B17-5E2D-1C46-5E73-87463B72A73B,Sit Ltd,"1019,46",2019-05-25 08:33:16
98F18C0D-1BAA-94AB-15E4-9607A3B6EBFB,Ornare Placerat Orci Ltd,"4251,87",2021-08-11 08:55:45
C41BDCCE-B91C-7BED-EB70-7A7C9D2A4A97,Ut Sagittis LLP,"9020,35",2022-09-12 08:54:20
35083263-D33E-0817-33A8-358B5537267E,Aliquam Adipiscing Inc.,"6658,88",2022-06-29 10:37:06
D2E175A2-2E57-1492-EA55-7A3E0CEE6CE2,Semper Nam LLC,"2017,73",2020-11-28 08:23:51
537C4A9D-AA69-361B-F8D0-7361FBB7643C,Euismod Enim Etiam Associates,"2055,67",2020-07-31 22:55:33
E7364F33-41A0-3784-D355-4BF05284AB9E,Orci Ut LLC,"5574,39",2021-07-19 18:01:03
D4D51BBF-25D5-2B66-1E19-42FA176792E7,Ipsum Non Incorporated,"2773,38",2021-12-25 23:07:13
DBC75955-E9B4-A1AF-0993-61764D3BF0EB,Purus Company,"1284,89",2022-07-03 20:48:49
B78C4C2D-0968-C3EA-B41A-53C297E5153D,Quam Elementum At Industries,"6930,26",2021-07-02 08:00:30
13D362C7-190D-A2A1-6A9C-DBAB7C691CE3,Est Mollis Ltd,"7638,96",2019-11-17 08:54:10
23D3FEB2-C676-0DA9-6B74-3139C9A29A4C,Ac Mattis Ornare Foundation,"1651,91",2023-01-14 15:55:00
955EB8B7-4B79-8457-746D-F13129334C9A,Montes Nascetur LLP,"1337,39",2020-05-03 03:55:37
B3F19544-21D7-7946-889A-25782EF3E7A2,Velit Industries,"3824,59",2020-01-29 22:52:10
31C36E85-B307-B499-7968-E69474E3D10B,Nulla In PC,"1857,36",2020-03-10 22:56:24
65B1E1B1-D658-B79E-DCCD-A6BC45DE9778,Pellentesque Eget PC,"2414,28",2019-07-17 05:20:49
B73EB987-AD60-69CD-6849-816128D54AC1,Conubia Nostra Per Incorporated,"3522,71",2019-12-17 20:52:30
955E830F-79AD-9B6F-1E3F-17682905A647,Montes Nascetur Inc.,"398,12",2022-05-26 11:04:29
31D152B7-FCED-48D9-D3A8-97F806723D5C,Pretium Et LLC,"5224,03",2020-09-09 20:36:33
62C46664-B4C8-E3AC-E5E5-E748DB9D4897,Et Magnis Consulting,"7710,47",2020-06-27 19:56:22
9331435D-8AC0-4786-79D5-B4003C02BD08,Egestas Nunc Industries,"1642,18",2022-06-28 01:44:35
2CC61AB2-24E0-7D51-DB84-B5F85D8197D8,Aliquam Gravida Institute,"6790,42",2020-12-13 17:04:43
45E1DA6C-9CFE-A4BE-1280-D587689FE253,Erat Vitae Limited,"8794,31",2021-10-03 21:50:49
4422719A-AD5C-238D-CD24-1660FBE60690,Hendrerit Donec Corporation,"3672,37",2021-05-26 19:01:30
3DE4F5F4-D41E-A7A1-9185-68E288C5EA75,Non Associates,"3588,90",2019-08-28 17:22:35
731BC16D-3E08-6CD9-72DA-B715154C223E,Sit Amet Consectetuer Limited,"5601,17",2022-08-31 14:26:16
724E48CC-D84F-6931-3943-ABD25EEE887C,Mauris Non Incorporated,"6755,68",2022-02-03 09:40:48
A8CECFAE-BA79-C764-CEB2-B22259789F63,Suspendisse Sagittis Inc.,"7764,53",2020-04-14 20:59:35
8B8B2141-35D7-6B0D-82CD-B23183D133A7,Rhoncus Donec Est Incorporated,"146,67",2022-02-19 14:47:38
75476F38-182B-28C9-957B-B4B90AED0648,Neque Tellus Associates,"3547,36",2020-12-28 11:31:56
4E2B8F5C-48D7-9909-6EEA-9C35B0C262BC,Vestibulum Massa Ltd,"1590,88",2021-12-08 04:53:37
5DDA3EDD-E54F-4652-7080-4C4DEB6BED17,Bibendum Sed Est Ltd,"3797,06",2021-10-19 18:16:16
7E5B5E7B-7539-6CDA-5B44-48C05BB0C3CC,Proin Eget Odio Corp.,"7040,15",2019-08-18 03:14:42
45C1DEA1-5198-8481-D14E-82C2128CC0D7,Hendrerit A Corp.,"4414,55",2020-10-17 13:33:45
5D7B09FE-1513-2301-E9B5-3A29869AE389,Lectus Associates,"5893,46",2021-05-06 00:02:11
487925F4-8137-7308-6783-16B9A4FAFD52,Sed Ltd,"3258,50",2022-01-02 12:35:40
E86CC365-3E45-DB01-E076-0472C23BDE92,Sit Foundation,"7804,89",2020-09-24 18:08:32
4E84553C-95C5-177B-121D-485CF6E3B328,Lorem Tristique Aliquet Industries,"4452,45",2020-09-18 00:29:27
C827C43B-9F87-5AA8-CC2A-27B4DB56946A,Ante Consulting,"5551,06",2022-09-24 16:33:49
D96B66FD-2782-3573-3E23-AABA3BEC2469,Vulputate Nisi Incorporated,"7832,11",2021-04-03 11:00:28
D32552CC-9EBC-5A5A-0AF6-339DADFD1679,Urna Nec Industries,"5227,30",2019-03-22 04:44:00
F97C9B7A-1931-DA5A-A91F-2928B67DA5CD,Magna Foundation,"7299,15",2022-01-24 01:11:34
3DCF86A3-C734-A5E2-1D98-86637BA77BB8,Odio Semper Corp.,"6743,49",2020-01-08 04:24:14
FDC2FEB2-42F1-C466-49A6-5F3729C124DC,Velit Foundation,"5456,63",2019-04-15 23:50:52
13575D0D-27CA-A238-1D7B-39EDD89AB94B,Etiam Imperdiet Ltd,"1672,00",2023-01-14 05:44:30
B4D73AC3-E6FB-9750-59F3-B6B534D7DEC3,Varius Orci LLP,"6340,65",2021-05-29 04:23:53
D34B1E3F-C63D-AC57-838B-78FE25699F70,Aliquet Proin Incorporated,"1343,72",2022-04-21 18:15:29
77EE41D2-D9CD-24DB-1E4E-65B3EAD54D12,Montes Nascetur Incorporated,"8774,85",2019-04-27 06:17:23
